node_id,node_type,name,description,start_date,end_date,metadata
p67,Person,Lewis H. Brereton,Lewis Brereton,"(1890-06-21)June 21, 1890Pittsburgh,Pennsylvania, U.S.","July 20, 1967(1967-07-20)(aged 77)","{""Birth name"": ""Lewis Hyde Brereton"", ""Buried"": ""Arlington National Cemetery"", ""Allegiance"": ""United States of America"", ""Branch"": ""Coast Artillery Corps, U.S. ArmyAeronautical Division, Signal CorpsAviation Section, Signal CorpsAir Service, United States ArmyUnited States Army Air CorpsUnited States Army Air ForcesUnited States Air Force"", ""Years of service"": ""1911–1948"", ""Rank"": ""Lieutenant General"", ""Service number"": ""0-3132"", ""Commands"": ""Third Air ForceFirst Allied Airborne ArmyNinth Air ForceTenth Air ForceFar East Air Force"", ""Battles / wars"": ""World War IWorld War II"", ""Awards"": ""Distinguished Service Cross(2)Army Distinguished Service Medal(2)Silver StarLegion of Merit(2)Distinguished Flying CrossBronze StarPurple HeartAir Medal""}"
p68,Person,Frederick Browning,"Browning as General Officer Commanding, 1st Airborne Division, October 1942","(1896-12-20)20 December 1896Kensington, London","14 March 1965(1965-03-14)(aged 68)Menabilly, Cornwall","{""Nickname(s)"": ""BoyTommy"", ""Allegiance"": ""United Kingdom"", ""Branch"": ""British Army"", ""Years of service"": ""1915–1948"", ""Rank"": ""Lieutenant-general"", ""Service number"": ""22588"", ""Unit"": ""Grenadier Guards"", ""Commands"": ""I Airborne Corps(1943–1944)1st Airborne Division(1941–1943)24th Guards Brigade Group(1941)128th Infantry Brigade(1940–1941)Small Arms School(1939–1940)2nd Battalion,Grenadier Guards(1936–1939)"", ""Battles / wars"": ""First World WarThird Battle of YpresBattle of CambraiGerman spring offensiveHundred Days OffensiveSecond World WarNorth African campaignAllied invasion of SicilyOperation Market GardenBurma campaign 1944–45"", ""Awards"": ""Knight Grand Cross of the Royal Victorian OrderKnight Commander of the Order of the British EmpireCompanion of the Order of the BathDistinguished Service OrderMentioned in Despatches(2)Croix de Guerre(France)Commander's Cross with Star of the Order of Polonia Restituta(Poland)Commander of the Legion of Merit(United States)"", ""Spouse(s)"": ""Daphne du Maurier​(m.1932)​"", ""Relations"": ""Frederick Browning(father)Montague Browning(uncle)"", ""Other work"": ""Treasurer to the Duke of EdinburghComptroller to Princess Elizabeth""}"
p69,Person,Roy Urquhart,"General Urquhart, September 1945","(1901-11-28)28 November 1901Shepperton,Middlesex, England","13 December 1988(1988-12-13)(aged 87)Menteith,Perthshire, Scotland","{""Birth name"": ""Robert Elliot Urquhart"", ""Allegiance"": ""United Kingdom"", ""Branch"": ""British Army"", ""Years of service"": ""1920–1955"", ""Rank"": ""Major-General"", ""Service number"": ""17550"", ""Unit"": ""Highland Light Infantry"", ""Commands"": ""British Troops in Austria(1952–1955)Malaya Command(1950–1952)51st/52nd Scottish Division(1948–1950)16th Airborne Division(1947–1948)1st Airborne Division(1944–1945)231st Infantry Brigade(1943)2nd Battalion,Duke of Cornwall's Light Infantry(1941–1942)"", ""Battles / wars"": ""Arab revolt in PalestineSecond World WarMalayan Emergency"", ""Awards"": ""Companion of the Order of the BathDistinguished Service Order[1]&BarBronze Lion(Netherlands)Order of St. Olav(Norway)"", ""Spouse(s)"": ""Pamela Edith Condon""}"
p70,Person,Stanisław Sosabowski,,"(1892-05-08)8 May 1892Stanislau,Galicia,Austria-Hungary(nowIvano-Frankivsk, Ukraine)","25 September 1967(1967-09-25)(aged 75)Hillingdon,London, England","{""Buried"": ""Powązki Military Cemetery,Warsaw"", ""Allegiance"": ""Austro–Hungarian Empire(1913–1918)Second Polish Republic(1918–1946)"", ""Branch"": ""Austro-Hungarian ArmyPolish Land Forces"", ""Years of service"": ""1913–1946"", ""Rank"": ""Brigadier General"", ""Commands"": ""21st Infantry Regiment1st Independent Parachute Brigade"", ""Battles / wars"": ""World War IPolish-Soviet WarWorld War II(Invasion of Poland,Battle of Mława,Battle of Arnhem)"", ""Awards"": ""Knight's Cross of the Virtuti MilitariDutch Bronze Lion""}"
p71,Person,Maxwell D. Taylor,"Official portrait,c.1956","Maxwell Davenport Taylor(1901-08-26)26 August 1901Keytesville,Missouri, U.S.","19 April 1987(1987-04-19)(aged 85)Washington, D.C., U.S.","{""President"": ""Dwight D. Eisenhower"", ""Preceded by"": ""Francis Bowditch Wilby"", ""Succeeded by"": ""Bryant Moore"", ""Deputy"": ""Williston B. PalmerLyman Lemnitzer"", ""Education"": ""United States Military Academy(BS)Metropolitan Community College, Missouri"", ""Allegiance"": ""United States"", ""Branch/service"": ""United States Army"", ""Years of service"": ""1922–19591961–1964"", ""Rank"": ""General"", ""Unit"": ""Engineer BranchField Artillery Branch"", ""Commands"": ""Chairman of the Joint Chiefs of StaffChief of Staff of the United States ArmyUnited States Military Academy101st Airborne Division82nd Airborne Division Artillery12th Field Artillery Battalion"", ""Awards"": ""Distinguished Service CrossArmy Distinguished Service Medal(4)Silver Star(2)Legion of MeritBronze Star MedalPurple Heart""}"
p72,Person,James M. Gavin,"Official portrait, 1964","James Maurice Gavin(1907-03-22)22 March 1907New York City, United States","23 February 1990(1990-02-23)(aged 82)Baltimore, Maryland, United States","{""President"": ""John F. Kennedy"", ""Preceded by"": ""Amory Houghton"", ""Succeeded by"": ""Charles E. Bohlen"", ""Resting place"": ""West Point Cemetery, New York, United States"", ""Spouses"": ""Irma Baulsir​​(m.1929;div.1947)​[a]Jean Emert Duncan​(m.1948)​"", ""Children"": ""5"", ""Nickname(s)"": ""\""The Jumping General\""\""Slim Jim\""\""Jumpin' Jim\""[1]"", ""Allegiance"": ""United States"", ""Branch/service"": ""United States Army"", ""Years of service"": ""1924–1958"", ""Rank"": ""Lieutenant General"", ""Unit"": ""Infantry Branch"", ""Commands"": ""505th Parachute Infantry Regiment82nd Airborne DivisionVII Corps"", ""Awards"": ""Distinguished Service Cross(2)Distinguished Service MedalSilver Star(2)Bronze Star MedalPurple HeartDistinguished Service Order(United Kingdom)Legion of Honour(France)"", ""Service number"": ""0-17676""}"
p73,Person,Brian Horrocks,"Lieutenant General Brian Horrocks commandingXIII Corpsin North Africa, 1942","(1895-09-07)7 September 1895Ranikhet,India","4 January 1985(1985-01-04)(aged 89)Fishbourne, West Sussex, England","{""Nickname(s)"": ""\""Jorrocks\""[a]"", ""Allegiance"": ""United Kingdom"", ""Branch"": ""British Army"", ""Years of service"": ""1913–1949"", ""Rank"": ""Lieutenant-general"", ""Service number"": ""5821"", ""Unit"": ""Middlesex Regiment"", ""Commands"": ""British Army of the Rhine(1948)Western Command(1946–1948)XXX Corps(1944–1945)IX Corps(1943)X Corps(1942–1943)XIII Corps(1942)9th Armoured Division(1942)44th (Home Counties) Infantry Division(1941–1942)9th Infantry Brigade(1940–1941)2nd Battalion,Middlesex Regiment(1940)"", ""Battles / wars"": ""First World WarRussian Civil WarAnglo Irish WarSecond World War"", ""Awards"": ""Knight Commander of the Order of the BathKnight Commander of the Order of the British EmpireDistinguished Service OrderMilitary CrossMentioned in Despatches(3)[2][3][4]Commander of the Order of George I(Greece)Knight Grand Officer of the Order of Orange-Nassau(Netherlands)Grand Officer of the Order of the Crown with Palm(Belgium)Croix de Guerre(Belgium)Commandeur of the Legion of Honour(France)Croix de Guerre(France)Commander of the Legion of Merit(United States)"", ""Other work"": ""Black RodTelevision presenterAuthor""}"
p74,Person,Dwight Eisenhower,"Official portrait, 1959","David Dwight Eisenhower(1890-10-14)October 14, 1890Denison, Texas, US","March 28, 1969(1969-03-28)(aged 78)Washington, D.C., US","{""Vice President"": ""Richard Nixon"", ""Preceded by"": ""Position established"", ""Succeeded by"": ""Position abolished"", ""President"": ""Harry S. Truman"", ""Deputy"": ""Arthur Tedder"", ""Appointed by"": ""Franklin D. Roosevelt"", ""Resting place"": ""Dwight D. Eisenhower Presidential Library, Museum and Boyhood Home"", ""Political party"": ""Republican(from 1952)"", ""Other politicalaffiliations"": ""Democratic(1909)[1]"", ""Spouse"": ""Mamie Doud​(m.1916)​"", ""Children"": ""DoudJohn"", ""Relatives"": ""Eisenhower family"", ""Education"": ""United States Military Academy(BS)"", ""Occupation"": ""Military officerpolitician"", ""Signature"": """", ""Nickname"": ""\""Ike\""[2]"", ""Branch/service"": ""United States Army"", ""Years of service"": ""1915–19531961–1969[3]"", ""Rank"": ""General of the Army"", ""Awards"": ""Army Distinguished Service Medal(5)Navy Distinguished Service MedalLegion of Merit(see§ Awards and decorations)""}"
p75,Person,William Hood Simpson,Lieutenant General Simpson in 1945,"(1888-05-18)18 May 1888Weatherford, Texas, United States","15 August 1980(1980-08-15)(aged 92)San Antonio, Texas, United States","{""Nickname(s)"": ""\""Big Simp\""[1]"", ""Buried"": ""Arlington National Cemetery,Virginia, United States"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1909–1946"", ""Rank"": ""General"", ""Service number"": ""O-2645"", ""Unit"": ""Infantry Branch"", ""Commands"": ""3rd Battalion,12th Infantry Regiment9th Infantry Regiment35th Infantry Division30th Infantry DivisionXII CorpsFourth ArmyNinth ArmySecond Army"", ""Battles / wars"": ""Philippine–American WarMoro RebellionBorder WarWorld War IMeuse–Argonne offensiveWorld War IIOperation OverlordBattle for BrestSiegfried Line campaignWestern Allied invasion of GermanyOperation GrenadeOperation PlunderOccupation of Germany"", ""Awards"": ""Army Distinguished Service Medal(2)Silver StarBronze StarLegion of MeritLegion of Honour(France)Croix de Guerre 1914–1918(France)Knight Commander of the Order of the British Empire(United Kingdom)Croix de guerre 1939–1945with palm (France)Order of Kutuzov First Class(USSR)Grand Officer of theOrder of Orange-Nassau(Netherlands)Grand Officer of theOrder of Leopoldwith Palm (Belgium)Croix de Guerre 1940–1945with palm (Belgium)""}"
p76,Person,Third Army,,,,{}
p77,Person,Carl Spaatz,,"(1891-06-28)28 June 1891Boyertown, Pennsylvania, US","14 July 1974(1974-07-14)(aged 83)Washington, D.C., US","{""Nickname(s)"": ""\""Tooey\"""", ""Buried"": ""United States Air Force Academy Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States ArmyArmy Air ServiceArmy Air CorpsArmy Air ForcesUnited States Air ForceCivil Air Patrol"", ""Years of service"": ""1914–1947 (Army)1947–1948 (Air Force)1948–1959 (Civil Air Patrol)"", ""Rank"": ""General"", ""Service number"": ""0-3706"", ""Unit"": ""Infantry Branch"", ""Commands"": ""Chief of Staff of the United States Air ForceU.S. Strategic Air Forces in the PacificU.S. Strategic Air Forces in EuropeFifteenth Air ForceTwelfth Air ForceEighth Air ForceAir Force Combat Command7th Bombardment Group1st Pursuit GroupKelly Field31st Aero Squadron"", ""Battles / wars"": ""Mexican ExpeditionWorld War IWorld War II"", ""Awards"": ""Distinguished Service CrossArmy Distinguished Service Medal(4)Legion of MeritDistinguished Flying CrossBronze Star Medal"", ""Signature"": """"}"
p78,Person,Arthur Harris,"Air Chief Marshal Sir Arthur Travers Harris, 24 April 1944","(1892-04-13)13 April 1892Cheltenham,Gloucestershire, England","5 April 1984(1984-04-05)(aged 91)Goring-on-Thames,Oxfordshire, England","{""Birth name"": ""Arthur Travers Harris"", ""Nickname(s)"": ""Bomber Harris"", ""Allegiance"": ""United Kingdom"", ""Branch"": ""British ArmyRoyal Air Force"", ""Years of service"": ""1914–1946"", ""Rank"": ""Marshal of the Royal Air Force"", ""Commands"": ""Bomber Command(1942–45)No. 5 Group(1939–40)RAF Palestine and Transjordan(1938–39)No. 4 Group(1937–38)RAF Pembroke Dock(1933)No. 210 Squadron(1933)No. 58 Squadron(1925–27)No. 45 Squadron(1922–24)No. 31 Squadron(1921–22)No. 50 Squadron(1918–19)No. 44 Squadron(1918)No. 191 Squadron(1918)"", ""Battles / wars"": ""First World WarArab revolt in PalestineSecond World War"", ""Awards"": ""Knight Grand Cross of the Order of the BathOfficer of the Order of the British EmpireAir Force CrossMentioned in Despatches(2)Order of Suvorov, 1st Class(USSR)Distinguished Service Medal(United States)Chief Commander of the Legion of Merit(United States)Grand Cross of the Order of Polonia Restituta(Poland)Grand Cross of the Order of the Southern Cross(Brazil)Grand Officer of the Legion of Honour(France)Croix de guerre(France)"", ""Other work"": ""Manager of theSouth African Marine Corporation""}"
p79,Person,Jacob Devers,Devers in 1945,"(1887-09-08)8 September 1887York, Pennsylvania, United States","15 October 1979(1979-10-15)(aged 92)Washington, D.C., United States","{""Nickname(s)"": ""\""Jamie\"", \""Jake\"""", ""Buried"": ""Arlington National Cemetery"", ""Allegiance"": ""United States"", ""Branch"": ""United States Army"", ""Years of service"": ""1909–1949"", ""Rank"": ""General"", ""Service number"": ""0-2599[1]"", ""Unit"": ""Field Artillery Branch"", ""Commands"": ""Army Field ForcesArmy Ground Forces6th Army GroupNorth African Theater of Operations, United States ArmyEuropean Theater of Operations, United States ArmyArmored Force9th Infantry Division2nd Battalion,6th Field Artillery1st Battalion,16th Field Artillery1st Field Artillery"", ""Battles / wars"": ""World War IWorld War IIItalian campaignBattle of Monte CassinoOperation DragoonBattle of the BulgeOperation NordwindColmar PocketWestern Allied invasion of GermanyOperation Undertone"", ""Awards"": ""Army Distinguished Service Medal(3)Navy Distinguished Service MedalBronze Star MedalFull list"", ""Other work"": ""Business executiveChairman,American Battle Monuments Commission""}"
p80,Person,William McKinley,McKinleyc.1900,"William McKinley Jr.(1843-01-29)January 29, 1843Niles, Ohio, U.S.","September 14, 1901(1901-09-14)(aged 58)Buffalo, New York, U.S.","{""Vice President"": ""Garret Hobart(1897–1899)None(1899–1901)[a]Theodore Roosevelt (1901)"", ""Preceded by"": ""Laurin D. Woodworth"", ""Succeeded by"": ""Jonathan H. Wallace"", ""Lieutenant"": ""Andrew L. Harris"", ""Constituency"": ""17th district(1877–1879)16th district(1879–1881)17th district(1881–1883)18th district(1883–1884)"", ""Manner of death"": ""Assassination(Gangrenedue to infection in gunshot wound)"", ""Resting place"": ""McKinley National Memorial,Canton, Ohio"", ""Political party"": ""Republican"", ""Spouse"": ""Ida Saxton​(m.1871)​"", ""Children"": ""2"", ""Parent"": ""William McKinley Sr.(father)"", ""Education"": ""Allegheny CollegeMount Union CollegeAlbany Law School"", ""Profession"": ""Politicianlawyer"", ""Signature"": """", ""Branch/service"": ""United States Army(Union Army)"", ""Years of service"": ""1861–1865"", ""Rank"": ""Brevetmajor"", ""Unit"": ""23rd Ohio Infantry""}"
p81,Person,X,X x,,,"{""Writing system"": ""Latin script"", ""Type"": ""Alphabeticandlogographic"", ""Language of origin"": ""Latin languageGreek language"", ""Sound values"": ""[x][χ][ħ][kʰ][ks][ʃ][ɕ][tʼ][ʒ][ɖ][ʔ][ǁ][ɡʒ][1][kʃ][d͡z][d͡ʒ][t͡s][t͡ʃ][sʲ][z][ɡz][∅]/ɛks/"", ""InUnicode"": ""U+0058, U+0078"", ""Alphabetical position"": ""24"", ""Development"": ""𓊽𐤎𐊑𐊐𐊐X x"", ""Time period"": ""c.700 BCE to present"", ""Descendants"": ""×⨘⨉⨯✗☒ꭓX̧"", ""Sisters"": ""Х𐍇ႵქႿჯ"", ""Associated graphs"": ""x(x)"", ""Writing direction"": ""Left-to-right""}"
p82,Person,Theodore Roosevelt,Roosevelt in 1904,"Theodore RooseveltJr.(1858-10-27)October 27, 1858New York City, U.S.","January 6, 1919(1919-01-06)(aged 60)Oyster Bay, New York, U.S.","{""Vice President"": ""None (1901–1905)[a]Charles W. Fairbanks(1905–1909)"", ""Preceded by"": ""William J. Trimble"", ""Succeeded by"": ""Henry A. Barnum"", ""President"": ""William McKinley"", ""Lieutenant"": ""Timothy L. Woodruff"", ""Appointed by"": ""William Lafayette Strong"", ""Resting place"": ""Youngs Memorial Cemetery"", ""Political party"": ""Republican(1880–1912, 1916–1919)"", ""Other politicalaffiliations"": ""Progressive \""Bull Moose\""(1912–1916)"", ""Spouses"": ""Alice Lee​​(m.1880; died1884)​Edith Carow​(m.1886)​"", ""Children"": ""6"", ""Relatives"": ""Roosevelt family"", ""Alma mater"": ""Harvard University(AB)Columbia University"", ""Occupation"": ""Authorconservationistexplorerhistoriannaturalistpolice commissionerpoliticiansoldier"", ""Civilian awards"": ""Nobel Peace Prize(1906)"", ""Signature"": """", ""Allegiance"": ""United States"", ""Branch/service"": ""United States Army"", ""Years of service"": ""1882–1886 (guard)1898"", ""Rank"": ""Colonel"", ""Unit"": ""New York Army National Guard"", ""Commands"": ""1st U.S. Volunteer Cavalry"", ""Military awards"": ""Medal of Honor(posthumous, 2001)""}"
